Service Description,Service Code,Setting,Standard Charge,Insurance,Plan Name,Negotiated Amount,Comments,Hospital Name,Hospital ID,Postal Code,City,State,Latitude,Longitude
CHEST X-RAY,71045,BOTH,1308.37,Humana,Humana Commercial,760.9,"This service costs $1308.37 as standard price when patient does not have any insurance.
Same service costs $760.9 if patient has 'Humana Commercial' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
CHEST X-RAY,71045,BOTH,1308.37,,,,Standard charge with no insurance.,University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
COMPLETE BLOOD COUNT,85025,BOTH,1661.79,Amerihealth,Amerihealth Medicare,930.35,"This service costs $1661.79 as standard price when patient does not have any insurance.
Same service costs $930.35 if patient has 'Amerihealth Medicare' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
COMPLETE BLOOD COUNT,85025,BOTH,1661.79,,,,Standard charge with no insurance.,University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
COMPLETE BLOOD COUNT,85025,BOTH,1661.79,Humana,Humana Medicare HMO,1240.43,"This service costs $1661.79 as standard price when patient does not have any insurance.
Same service costs $1240.43 if patient has 'Humana Medicare HMO' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
COMPLETE BLOOD COUNT,85025,BOTH,1661.79,Humana,Humana Medicare PPO,1223.26,"This service costs $1661.79 as standard price when patient does not have any insurance.
Same service costs $1223.26 if patient has 'Humana Medicare PPO' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
COMPLETE BLOOD COUNT,85025,BOTH,1661.79,Humana,Humana Commercial,1511.86,"This service costs $1661.79 as standard price when patient does not have any insurance.
Same service costs $1511.86 if patient has 'Humana Commercial' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
COMPLETE BLOOD COUNT,85025,BOTH,1661.79,,,,Standard charge with no insurance.,University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
COMPLETE BLOOD COUNT,85025,BOTH,1661.79,United Healthcare,United Healthcare CHIP,1268.16,"This service costs $1661.79 as standard price when patient does not have any insurance.
Same service costs $1268.16 if patient has 'United Healthcare CHIP' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
COMPLETE BLOOD COUNT,85025,BOTH,1661.79,United Healthcare,United Healthcare Medicaid,1161.24,"This service costs $1661.79 as standard price when patient does not have any insurance.
Same service costs $1161.24 if patient has 'United Healthcare Medicaid' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
COMPLETE BLOOD COUNT,85025,BOTH,1661.79,,,,Standard charge with no insurance.,University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
2D ECHO,93306,OUTPATIENT,1215.73,Humana,Humana Commercial,900.58,"This service costs $1215.73 as standard price when patient does not have any insurance.
Same service costs $900.58 if patient has 'Humana Commercial' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
2D ECHO,93306,OUTPATIENT,1215.73,,,,Standard charge with no insurance.,University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,1980.37,Humana,Humana Medicare PPO,1413.64,"This service costs $1980.37 as standard price when patient does not have any insurance.
Same service costs $1413.64 if patient has 'Humana Medicare PPO' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,1980.37,Humana,Humana Medicare PPO,1413.64,"This service costs $1980.37 as standard price when patient does not have any insurance.
Same service costs $1413.64 if patient has 'Humana Medicare PPO' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,1980.37,Humana,Humana Commercial,1387.38,"This service costs $1980.37 as standard price when patient does not have any insurance.
Same service costs $1387.38 if patient has 'Humana Commercial' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,1980.37,Humana,Humana Commercial,1387.38,"This service costs $1980.37 as standard price when patient does not have any insurance.
Same service costs $1387.38 if patient has 'Humana Commercial' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,1980.37,,,,Standard charge with no insurance.,University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,1980.37,,,,Standard charge with no insurance.,University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,1980.37,United Healthcare,United Healthcare Commercial,1094.22,"This service costs $1980.37 as standard price when patient does not have any insurance.
Same service costs $1094.22 if patient has 'United Healthcare Commercial' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,1980.37,United Healthcare,United Healthcare Commercial,1094.22,"This service costs $1980.37 as standard price when patient does not have any insurance.
Same service costs $1094.22 if patient has 'United Healthcare Commercial' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,1980.37,United Healthcare,United Healthcare Medicaid,1479.13,"This service costs $1980.37 as standard price when patient does not have any insurance.
Same service costs $1479.13 if patient has 'United Healthcare Medicaid' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,1980.37,United Healthcare,United Healthcare Medicaid,1479.13,"This service costs $1980.37 as standard price when patient does not have any insurance.
Same service costs $1479.13 if patient has 'United Healthcare Medicaid' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,1980.37,United Healthcare,United Healthcare CHIP,1746.95,"This service costs $1980.37 as standard price when patient does not have any insurance.
Same service costs $1746.95 if patient has 'United Healthcare CHIP' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,1980.37,United Healthcare,United Healthcare CHIP,1746.95,"This service costs $1980.37 as standard price when patient does not have any insurance.
Same service costs $1746.95 if patient has 'United Healthcare CHIP' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
1 CC STERILE SYRINGE&NEEDLE,A4206,INPATIENT,1980.37,,,,Standard charge with no insurance.,University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
1 CC STERILE SYRINGE&NEEDLE,A4206,OUTPATIENT,1980.37,,,,Standard charge with no insurance.,University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
CHG MRI BRAIN,70551,OUTPATIENT,1400.14,United Healthcare,United Healthcare Medicaid,946.31,"This service costs $1400.14 as standard price when patient does not have any insurance.
Same service costs $946.31 if patient has 'United Healthcare Medicaid' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
CHG MRI BRAIN,70551,OUTPATIENT,1400.14,United Healthcare,United Healthcare CHIP,1073.91,"This service costs $1400.14 as standard price when patient does not have any insurance.
Same service costs $1073.91 if patient has 'United Healthcare CHIP' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
CHG MRI BRAIN,70551,OUTPATIENT,1400.14,,,,Standard charge with no insurance.,University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
CHG MRI BRAIN,70551,OUTPATIENT,1400.14,Amerihealth,Amerihealth Medicaid HC,847.64,"This service costs $1400.14 as standard price when patient does not have any insurance.
Same service costs $847.64 if patient has 'Amerihealth Medicaid HC' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
CHG MRI BRAIN,70551,OUTPATIENT,1400.14,,,,Standard charge with no insurance.,University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
CHG MRI BRAIN,70551,OUTPATIENT,1400.14,Highmark,Highmark Medicare,1222.98,"This service costs $1400.14 as standard price when patient does not have any insurance.
Same service costs $1222.98 if patient has 'Highmark Medicare' insurance plan.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
CHG MRI BRAIN,70551,OUTPATIENT,1400.14,,,,Standard charge with no insurance.,University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
ACETYLCYSTEINE NON-COMP UNIT,J7608,OUTPATIENT,1331.97,,,,"Only standard charge and no price with insurance – meaning this service is provided by the hospital directly, and not through any insurance.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
ACETYLCYSTEINE NON-COMP UNIT,J7608,INPATIENT,1331.97,,,,"Only standard charge and no price with insurance – meaning this service is provided by the hospital directly, and not through any insurance.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
TRILOCK GRIDPL,C1713,BOTH,1209.48,,,,"Only standard charge and no price with insurance – meaning this service is provided by the hospital directly, and not through any insurance.",University Hospital,hospital5,19146,Philadelphia,PA,39.9432,-75.1855
